Planet,Star,Star Count,Planet Count,Orbit Time (days),Planet Size (Earths),Planet Mass (Earths),Planet Density,Orbit Shape,habitability_score,Planet Temp (C),Information,description_english,description_spanish,description_french,description_german,description_hindi,description_japanese
EPIC 249893012 c,EPIC 249893012,1,3,15.624,3.67,14.67,1.62,0.07,0.4060891101915618,716.85,"Planet: EPIC 249893012 c, Star: EPIC 249893012, Star Count: 1, Planet Count: 3, Orbit Time (days): 15.624, Planet Size (Earths): 3.67, Planet Mass (Earths): 14.67, Planet Temp (C): 716.85, Planet Density: 1.62, Orbit Shape: 0.07","Hey there! Let's talk about EPIC 249893012 c - a pretty cool planet! It orbits a single star and takes just under 16 days to complete one lap around it, which is really fast. This planet is huge, with a surface temperature of a scorching 716 degrees Celsius (that's hot enough to melt metal!), making it way too hot for any life to exist on its surface.","¡Hola! Vamos a hablar sobre EPIC 249893012 c - un planeta realmente cool! Orbita una estrella única y completa una órbita en unos 16 días, lo cual es muy rápido. Este planeta es enorme, con una temperatura superficial de un asfixiante 716 grados Celsius (lo suficientemente caliente como para fundir metales!), lo que significa que allí no puede existir ninguna vida en su superficie.","Salut ! Parlons de EPIC 249893012 c - une planète vraiment sympa ! Elle tourne autour d'une seule étoile et met juste 16 jours pour faire le tour, ce qui est très rapide. Cette planète est immense, avec une température de surface d'un incroyable 716 degrés Celsius (c'est tellement chaud que ça fait fondre le métal !), ce qui la rend complètement inabitable.","Hallo! Lassen Sie uns über EPIC 249893012 c sprechen - ein ziemlich cooler Planet! Er umkreist einen einzelnen Stern und braucht gerade mal unter 16 Tagen, um eine Runde drumherum zu drehen, was wirklich schnell ist. Dieser Planet ist riesengroß, mit einer Oberflächentemperatur von einem schmorenden 716 Grad Celsius (das reicht für Metall zu schmelzen!), also ist es für jeden Lebensformen auf seiner Oberfläche viel zu heiß, um dort zu existieren.","ये वहां! EPIC 249893012 c के बारे में बात करें - यह एक बहुत ही खूबसूरत ग्रह है! यह एक solitary स्टार के चारों ओर परिभ्रमण करता है और इसका एक चक्कर पूरा करने में लगभग 16 दिन लगते हैं, जो बहुत तेज़ है! इस ग्रह की व्यास बड़ी है, इसका सतह तापमान 716 डिग्री सेल्सियस तक पहुंचता है (जिसे धातु पिघलने के लिए पर्याप्त है!) इस तरह यह पूरी तरह से जीवन के लिए उपयुक्त नहीं है!",ココに！EPIC 249893012 cというとても面白い惑星について話してみましょう。星を1つだけ回っているこの惑星は、16日でその星の周りを一周することができてすごく速いんです。この惑星はとても大きいんです。表面温度は、高い火花があがる熱すぎる716度（金属が溶けるぐらい熱い！）で、このような高温の表面には、生命が存在できないはずです。
TOI-3364 b,TOI-3364,1,1,5.8768918,12.229,530.77344,1.6,0.0,0.4518845688410291,990.85,"Planet: TOI-3364 b, Star: TOI-3364, Star Count: 1, Planet Count: 1, Orbit Time (days): 5.8768918, Planet Size (Earths): 12.229, Planet Mass (Earths): 530.77344, Planet Temp (C): 990.85, Planet Density: 1.6, Orbit Shape: 0.0","Here's the explanation:

""Meet TOI-3364 b, a super cool planet that orbits a star called TOI-3364! This giant planet is about 12 times bigger than Earth and has a whopping mass of over 500 times more than our home planet - talk about massive! However, with temperatures soaring up to 990 degrees Celsius, it's definitely not a place you'd want to visit anytime soon!""","Conoce a TOI-3364 b, un planeta supercool que orbita alrededor de una estrella llamada TOI-3364. Este gigante es aproximadamente 12 veces más grande que la Tierra y tiene una masa de sobre 500 veces más pesado que nuestro hogar planetario - ¡hablando de masivo! Sin embargo, con temperaturas que alcanzan hasta los 990 grados Celsius, definitivamente no sería un lugar que desearías visitar pronto.","Voici la traduction en français :

"" Découvrez TOI-3364 b, un super planète qui orbite autour d'une étoile appelée TOI-3364 ! Ce géant de planète mesure environ 12 fois plus grand que la Terre et pèse une masse de plusieurs 500 fois supérieure à celle de notre planète natale - c'est vraiment massif ! Cependant, avec des températures montant jusqu'à 990 degrés Celsius, ce n'est certainement pas un endroit dont vous voudriez visiter bientôt !""","Treten wir TOI-3364 b kennen, einem absolut atemberaubenden Planeten, der sich um die Sonne TOI-3364 dreht! Dieser Riese ist etwa zwölfmal so groß wie unsere Erde und hat ein Massengewicht von mehr als 500 Mal unserem Heimatplaneten - das ist ja enorm! Aber mit Temperaturen, die bis zu 990 Grad Celsius steigen können, wäre es definitiv nicht das, wohin man gern reisen möchte.","जानिए TOI-3364 बी, एक शानदार ग्रह को जो तारे TOI-3364 के चारों ओर घूमता है! यह विशाल ग्रह पृथ्वी से लगभग 12 गुना बड़ा है और इसका भार पृथ्वी से लगभग 500 गुना अधिक है। परंतु, तापमान बढ़कर 990 डिग्री सेल्सियस तक पहुंच जाता है, इसलिए किसी समय जल्दी इस जगह पर नहीं घूमना चाहिए!",TOI-3364 b は、まるですばらしい惑星ですね。TOI-3364という恒星を回っているこの巨大な惑星は、地球の12倍ぐらい大きく、その質量も500以上の時点ではとてもうれしいサイズです。しかし、気温が990度高くなってしまい、まさに今すぐでも訪れたくない場所です。
TOI-1266 c,TOI-1266,1,2,18.801611,2.13,2.88,1.6,0.34,0.4833010891817753,80.85000000000002,"Planet: TOI-1266 c, Star: TOI-1266, Star Count: 1, Planet Count: 2, Orbit Time (days): 18.801611, Planet Size (Earths): 2.13, Planet Mass (Earths): 2.88, Planet Temp (C): 80.85000000000002, Planet Density: 1.6, Orbit Shape: 0.34","Hey there, young space traveler! TOI-1266 c is a pretty cool planet that orbits around its star every 18.8 days - that's like going on a really fast merry-go-round! This super-Earth (that means it's bigger than our Earth) has a nice warm temperature of about 81°C, which is perfect for hosting some alien lifeforms, and it even has a slightly elliptical orbit to make things interesting.","¡Hola ahí, joven viajero espacial! TOI-1266 c es un planeta muy cool que gira alrededor de su estrella cada 18.8 días - ¡eso es como ir en una cabalgata de tirolesas muy rápida! Este super-Tierra (ese significa que es más grande que nuestro Tierra) tiene una temperatura cálida y agradable de unos 81°C, lo cual es perfecto para alojar algunas formas de vida alienígena, y hasta tiene un órbita ligeramente elíptica para hacer las cosas interesantes.","Salut, jeune voyageur spatial ! TOI-1266 c est une planète assez cool qui tourne autour de son étoile en environ 18,8 jours - c'est comme faire un manège rapide ! Cette super-Terre (c'est-à-dire qu'elle est plus grande que notre Terre) a une température agréable d'environ 81°C, ce qui convient parfaitement pour accueillir des formes de vie aliennes, et elle possède même un orbite légèrement elliptique pour rendre les choses intéressantes.","Hallo daheim, junger Weltraumreisender! TOI-1266 c ist ein ziemlich cooler Planet, der um seine Sonne herum in 18,8 Tagen kreist - das ist sozusagen eine sehr schnelle Karussellfahrt! Diese Super-Erde (das bedeutet, sie ist größer als unsere Erde) hat eine angenehme warme Temperatur von etwa 81°C, die perfekt für die Unterbringung einiger Alien-Lebensformen geeignet ist, und es hat sogar eine leicht elliptische Bahn, um das Ganze interessanter zu machen.","नमस्ते युवा अंतरिक्ष यात्री! TOI-1266 c एक खास प्लानेट है जो अपनी स्टार के चारों दिशाओं में 18.8 दिनों में परिभ्रमण करती है - यह काफी तेज गति वाली रिंग परीक्षा जैसा लगता है! यह सुपर-भूमि (यह मतलब है कि इसका आकार हमारे भू-क्षेत्र से बड़ा है) लगभग 81 डिग्री सेल्सियस तापमान वाली एक गर्म जगह है, जो कुछ एलियन लाइफ फॉर्म्स के रहने के लिए उपयुक्त है और यह भी एक थोड़ी-सी अंडाकार रेखा में परिभ्रमण करती है ताकि चीज़ें दिलचस्प बनी रहें।",宇宙少年！TOI-1266 cは、星を18.8日で1周するすばらしい惑星だ。その大きさは地球より大きい「スーパー・エアース」であり、体温約81°C、まるで居住に適した環境だ。この惑星には、軌道がやや楕円形であるなど、さまざまな面に注目されるべきだろう。
HD 191939 b,HD 191939,1,6,8.8803256,3.41,10.0,1.4,0.031,0.409386424152788,606.85,"Planet: HD 191939 b, Star: HD 191939, Star Count: 1, Planet Count: 6, Orbit Time (days): 8.8803256, Planet Size (Earths): 3.41, Planet Mass (Earths): 10.0, Planet Temp (C): 606.85, Planet Density: 1.4, Orbit Shape: 0.031","Here's an explanation of HD 191939 b that a kid between 12 to 16 would enjoy:

Imagine a super-hot planet called HD 191939 b that orbits a star named HD 191939 - it's like a scorching hot ball in space! This massive world is about 3.4 times bigger than Earth and has a mass of 10 times our own, which means it must be incredibly dense. But don't get too excited to visit this planet, because the surface temperature reaches a sizzling 606 degrees Celsius - that's way hotter than any fire you'd ever want to stand near!","Aquí tienes una explicación de HD 191939 b que disfrutarían los chicos entre 12 y 16 años:

Imagina un planeta increíblemente caliente llamado HD 191939 b que gira alrededor de una estrella llamada HD 191939 - es como una pelota ardiente en el espacio! Este mundo masivo mide aproximadamente 3.4 veces más grande que la Tierra y tiene una masa diez veces mayor que la nuestra, lo que significa que debe ser increíblemente denso. Pero no te emociones demasiado para visitar este planeta, porque la temperatura en su superficie alcanza los 606 grados Celsius - ¡es mucho más caliente de lo que querrías estar cerca de un fuego!","Voici une explication de HD 191939 b qui plaira à un jeune : 

Imaginez une planète incroyablement chaude appelée HD 191939 b qui orbite autour d'une étoile nommée HD 191939 - c'est comme une boule enflammée dans l'espace ! Ce monde gigantesque mesure environ 3,4 fois plus que la Terre et pèse 10 fois notre masse, ce qui signifie qu'elle doit être incroyablement dense. Mais ne vous excitez pas trop pour visiter cette planète, car la température de surface atteint un saindoux de 606 degrés Celsius - c'est bien plus chaud que n'importe quel feu dont vous auriez envie d'être près !","Hier ist eine Erklärung von HD 191939 b, die ein Kind zwischen 12 und 16 Jahren verstehen kann:

Stell dir vor, es gibt einen superheißen Planeten namens HD 191939 b, der um eine Stern namens HD 191939 kreist - es ist wie ein qualmender heißer Ball im Weltraum! Dieses riesige Welt ist etwa 3,4 Mal größer als die Erde und hat einen Mass von 10-fach unserer eigenen, was bedeutet, dass sie unermesslich dicht sein muss. Aber versuchen Sie nicht zu aufgeregt werden, um diese Planeten zu besuchen, weil die Oberflächen-Temperatur bis zu 606 Grad Celsius erreichen kann - das ist viel heißer als irgendein Feuer, bei dem du stehen möchtest!","यहाँ एक तेज़ गर्म ग्रह HD 191939 बी के बारे में समझाया गया है जो कि 12 से 16 वर्ष की आयु के बच्चों के लिए दिलचस्प होगा:

एक तीव्र तेज़ गर्म ग्रह HD 191939 बी की कल्पना करें जो एक तारे HD 191939 के चारों ओर प्रवेश करता है - यह लगभग एक धुंधला तीव्र-गर्म गोला है जो अंतरिक्ष में होता है! यह बड़ा संसार पृथ्वी से लगभग 3.4 गुना बड़ा और अपनी质量 के अनुसार 10 बार अधिक भारी होता है, जिसका अर्थ है कि इसका घनत्व बहुत अधिक होगा। लेकिन इस ग्रह पर जाने के लिए उत्साहित नहीं हों क्योंकि इसकी सतह का तापमान लगभग 606 डिग्री सेल्सियस पहुँचता है - यह कभी भी आप को आग के करीब खड़े करने जितना गर्म नहीं होगा!","この星から約300光年外にあるHD 191939という名前の恒星には、熱い星を回る超巨大な惑星HD 191939 bがいます。この惑星は地球より3.4倍大きく、重さも10倍あります。これだけの質量があるため、それ程高密度で構成されているはずです。 

この星から約300光年外にある恒星「HD 191939」には、熱い星を回る超巨大な惑星「HD 191939 b」があります。この惑星は地球より3.4倍大きく、重さも10倍あります。これだけの質量があるため、それ程高密度で構成されているはずです。 

この星から約300光年外にある恒星「HD 191939」には、「熱い風船のような」という形をした超巨大な惑星「HD 191939 b」があります。この惑星は地球より3.4倍大きく、重さも10倍あります。"
TOI-2010 b,TOI-2010,1,1,141.834025,11.814,408.72733,1.36,0.212,0.5323912168742759,126.85000000000002,"Planet: TOI-2010 b, Star: TOI-2010, Star Count: 1, Planet Count: 1, Orbit Time (days): 141.834025, Planet Size (Earths): 11.814, Planet Mass (Earths): 408.72733, Planet Temp (C): 126.85000000000002, Planet Density: 1.36, Orbit Shape: 0.212","Let's talk about TOI-2010 b! This planet is huge, about 12 times bigger than our Earth, which means it would swallow up all the cities on our planet like a giant vacuum cleaner! It orbits its star in a pretty cool circle-shaped path, but with a slightly wobbly shape that makes it go through some pretty wild temperature swings - from super hot to just barely warm.","Hablemos de TOI-2010 b. ¡Este planeta es enorme, unos 12 veces más grande que la Tierra! Eso significa que engulliría todas las ciudades en nuestro planeta como un gigante aspirador. Su órbita alrededor de su estrella tiene una forma circular bastante cool, pero con una forma ligeramente inestable que hace que experimente cambios de temperatura muy salvajes – desde supercalientes hasta apenas tibios.","Parlons du TOI-2010 b ! Ce planète est gigantesque, environ 12 fois plus grosse que la Terre, ce qui signifie qu'elle engloutirait toutes les villes de notre planète comme un aspirateur géant ! Elle orbite autour de sa étoile sur une trajectoire en forme de cercle plutôt sympa, mais avec une forme légèrement ondulée qui la fait passer par des variations températoires bien folles - depuis super chaudes jusqu'à tout juste tièdes.","Lasst uns über TOI-2010 b sprechen! Dieser Planet ist riesig, etwa 12-mal größer als unser Erdenkugel, das heißt er würde alle Städte auf unserem Planeten wie ein gewaltiges Wannenofen verschlingen! In einer recht coolen kreisförmigen Bahn um seine Sonne herum, aber mit einem leicht wackeligen Form, durch die es in sehr wilde Temperaturschwankungen gerät - von super heiß bis fast nur noch warm.","TOI-2010 b पर बात करते हैं। यह ग्रह हमारी धरती से 12 गुना बड़ा है, जिससे यह पूरे ग्रह को एक विशाल सीव्हेक कर सकता है! यह अपने तारे की परिक्रमा करता हुआ एक आकर्षक मंडलाकार रास्ते पर है, लेकिन थोड़े खिसकते हुए जिससे यह बहुत गर्म और बस बरसाती तापमान तक भी उतर सकता है।",TOI-2010 bについて話しましょう！この惑星は、地球の約12倍大きく、ある意味、すべての都市を吸い込むような超巨大なクレーターができそうです。 この惑星は恒星の周りを円形でぐるぐると回転していますが、その軌道はまぎれもなくゆっており、非常に激しい温度変動を伴うようになっています。最高の熱で、あるいはわずかに暖かくなったところまで。
HD 191939 c,HD 191939,1,6,28.579743,3.195,8.0,1.35,0.034,0.4237098533662132,326.85,"Planet: HD 191939 c, Star: HD 191939, Star Count: 1, Planet Count: 6, Orbit Time (days): 28.579743, Planet Size (Earths): 3.195, Planet Mass (Earths): 8.0, Planet Temp (C): 326.85, Planet Density: 1.35, Orbit Shape: 0.034","Hey there, young space traveler! You're about to meet HD 191939 c, a pretty cool planet that's roughly 3 times bigger than Earth and weighs as much as 8 Earths! This hot world orbits its star in just under 29 days, which means it gets really warm, with temperatures soaring up to 327°C - that's hotter than the hottest desert on our own planet!","¡Hola ahí, joven viajero espacial! Estás a punto de conocer a HD 191939 c, un planeta bastante interesante que es aproximadamente tres veces más grande que la Tierra y pesa lo mismo que ocho tierras. Este mundo caliente gira alrededor de su estrella en apenas unos 29 días, por lo que se vuelve realmente caluroso, con temperaturas que alcanzan los 327°C - un calor mayor incluso que el de los desiertos más cálidos de nuestro propio planeta!","Salut, jeune voyageur spatial ! Vous allez découvrir HD 191939 c, un monde plutôt sympa qui fait environ trois fois la taille de la Terre et pèse autant que huit Terres ! Ce monde torride orbite autour de sa étoile en moins de 29 jours, ce qui signifie qu'il devient vraiment chaud, avec des températures culminant à 327°C – c'est plus chaud encore que le désert le plus aride de notre propre planète !","Hallo da, junger Weltraumreisender! Hier wartest du auf HD 191939 c, einen ziemlich coolen Planeten, der ungefähr dreimal so groß ist wie die Erde und wie acht Erdmassen wiegt! Diese heiße Welt umkreist ihren Stern in etwa 29 Tagen, was bedeutet, dass es dort sehr warm wird, mit Temperaturen bis zu 327°C – das heißt, heißer als der heißeste Wüstenort auf unserer eigenen Erde!","ये युवा अंतरिक्ष यात्री! आप को HD 191939 c एक बहुत ही ठीक ग्रह से मिलने वाला है, जिसका आकार लगभग पृथ्वी का तीनगुना और वजन लगभग आठ पृथ्वियों के बराबर है। यह गर्म दुनिया अपने सूर्य के चारो ओर लगभग 29 दिन में परिक्रमा करती है, जिसका अर्थ है कि वह बहुत गरम होगा, और तापमान तक पहुंच सकता है 327 °C - यह पृथ्वी पर सबसे गर्म मरुस्थल से भी ज्यादा गरम।",Young space travelerにこんにちは！あなたはHD191939cと出会うことになる。地球の3倍ぐらい大きく、重さが8個の地球にもなりそうだ。この熱い世界は、その星をめぐるのに29日ちょっとかかる。これは、自分の星系で一番暑い砂漠よりもずっと暑い気候となることになる。
HAT-P-59 b,HAT-P-59,1,1,4.1419771,12.588,489.45575,1.347,0.03,0.3824715852736589,1004.85,"Planet: HAT-P-59 b, Star: HAT-P-59, Star Count: 1, Planet Count: 1, Orbit Time (days): 4.1419771, Planet Size (Earths): 12.588, Planet Mass (Earths): 489.45575, Planet Temp (C): 1004.85, Planet Density: 1.347, Orbit Shape: 0.03","Here's a fun explanation for a kid between 12 and 16:

Imagine a huge planet called HAT-P-59 b that's about 13 times bigger than Earth! It orbits around its star in just over 4 days, which is super quick - like a rollercoaster ride! This massive world is scorching hot with temperatures reaching up to 1005°C, making it one of the hottest places in our galaxy.","Imagina un planeta gigante llamado HAT-P-59 b que es aproximadamente 13 veces más grande que la Tierra! Órbita alrededor de su estrella en unos 4 días justos, lo cual es super rápido - ¡como una cabriola loca! Este mundo masivo está escaldante caliente con temperaturas que llegan hasta los 1005°C, convirtiéndolo en uno de los lugares más calientes de nuestra galaxia.","Imaginez une planète géante appelée HAT-P-59 b qui est environ 13 fois plus grosse que la Terre ! Elle tourne autour de sa étoile en moins de 4 jours, ce qui est vraiment rapide - comme un parcours de montagnes russes ! Ce monde immense est incroyablement chaud avec des températures atteignant jusqu'à 1005°C, ce qui fait de lui l'un des endroits les plus chauds dans notre galaxie.","Hier ist eine unterhaltsame Erklärung für Kinder zwischen 12 und 16:

Stell dir vor ein riesiges Planet namens HAT-P-59 b, das ungefähr dreizehnmal so groß ist wie die Erde! Es umkreist seine Sonne in gerade mal über vier Tagen, was unglaublich schnell ist – man könnte es auch mit einer Achterbahn vergleichen! Diese riesige Welt ist atemberaubend heiß mit Temperaturen von bis zu 1005°C und zählt damit zu den heißesten Orten in unserem Galaxien.","एक बड़ा ग्रह जिसका नाम HAT-P-59 b है जो लगभग पृथ्वी के 13 गुना बड़ा है। यह अपने तारे के चारों ओर करीब से 4 दिनों में घूमता है, जो बहुत जल्दी होता है - जैसे एक रोलरकोस्टर की सवारी! इस भयंकर विश्व का तापमान लगभग 1005 डिग्री सेल्सियस तक पहुँच सकता है, जिससे यह हमारे गैलेक्सी में सबसे गर्म जगहों में से एक बन जाता है।",大きな惑星 HAT-P-59 b があります。その大きさは地球の約13倍で、約4日でその恒星を一周しています。これはすごく早いことです！ ほとんどの乗り物よりも速く走っているローラーコースターのように走っています。この偉大な世界は熱いの厳しい場所で、最高温度は1005°Cに達します。
TOI-1266 b,TOI-1266,1,2,10.894841,2.62,4.23,1.3,0.22,0.4493509128984309,151.85000000000002,"Planet: TOI-1266 b, Star: TOI-1266, Star Count: 1, Planet Count: 2, Orbit Time (days): 10.894841, Planet Size (Earths): 2.62, Planet Mass (Earths): 4.23, Planet Temp (C): 151.85000000000002, Planet Density: 1.3, Orbit Shape: 0.22","Hey there, young adventurer! Meet TOI-1266 b, a super cool planet that orbits its star in just over 10 days - that's like having your birthday party every week and a half! This big planet, about 2.6 times the size of Earth, is actually quite cozy with temperatures around 152°C, making it a great place to visit if you like warm weather.","¡Hola, joven aventurero! Conoce a TOI-1266 b, un planeta supercool que gira en torno a su estrella en solo más de 10 días - ¡como tener tu fiesta de cumpleaños cada semana y medio! Este gran planeta, con unas dimensiones de unos 2.6 veces el tamaño de la Tierra, es bastante acogedor con temperaturas alrededor de 152°C, lo que lo hace un lugar ideal para visitar si te gustan los climas cálidos.","Salut jeune explorateur ! Découvrez TOI-1266 b, un planète tout à fait incroyable qui tourne autour de sa étoile en moins de 10 jours - c'est comme avoir une fête d'anniversaire tous les quarts d'heure ! Ce grand monde, environ 2,6 fois plus gros que la Terre, est même plutôt accueillant avec des températures autour de 152°C, ce qui en fait un super endroit à visiter si vous aimez le soleil.","Hallo daheim, junger Abenteurer! Bekannt machen wir dir TOI-1266 b, ein außergewöhnlich cooler Planet, der seine Sonne in etwa über 10 Tagen umkreist – das ist wie eine Geburtstagsparty alle knapp sieben Wochen! Dieser große Planet, ungefähr 2,6 Mal so groß wie Erde, ist tatsächlich ziemlich gemütlich mit Temperaturen von etwa 152°C, also ein super Ort zum Besuch, wenn du warmes Wetter magst.","ये तो हेलो, युवा खोजी ! यहाँ TOI-1266 b को पेश करें - एक अद्भुत ग्रह जिसकी अपनी सितारे पर घूमने में 10 दिन से भी कम समय लगता है - जैसे आपका जन्मदिन हर हफ्ते और आधे दिन मनाया जाता! यह बड़ा ग्रह, लगभग पृथ्वी के 2.6 गुना बड़ा है, वास्तव में बहुत आरामदायक है क्योंकि तापमान लगभग 152 डिग्री सेल्सियस होता है, जिससे यह यदि आप गर्म मौसम पसंद करते हैं तो वहाँ भ्रमण करना एक अच्छा विचार होगा।","カジュアルな日本語に。 

Hey there, young adventurer! Meet TOI-1266 b, a super cool planet that orbits its star in just over 10 days - that's like having your birthday party every week and a half! This big planet, about 2.6 times the size of Earth, is actually quite cozy with temperatures around 152°C, making it a great place to visit if you like warm weather."
TOI-2977 b,TOI-2977,1,1,2.3505614,13.159,533.95172,1.28,0.0,0.4583025653391035,1270.85,"Planet: TOI-2977 b, Star: TOI-2977, Star Count: 1, Planet Count: 1, Orbit Time (days): 2.3505614, Planet Size (Earths): 13.159, Planet Mass (Earths): 533.95172, Planet Temp (C): 1270.85, Planet Density: 1.28, Orbit Shape: 0.0","Here's what I've got for you:

""Hey kiddo! You're in for a treat - we've got a planet called TOI-2977 b that's like a scorching hot giant compared to Earth. With temperatures reaching a sizzling 1270 degrees Celsius, it's not exactly the kind of place you'd want to visit on a summer vacation... but it's still super cool to learn about!""","¡Eh, chico! Te has preparado para una sorpresa - tenemos un planeta llamado TOI-2977 b que es como un gigante abrasador comparado con la Tierra. Con temperaturas que alcanzan los 1270 grados celsius, no es exactamente el tipo de lugar al que te gustaría visitar en vacaciones... pero aún así es super interesante aprender sobre él!","""Salut gamin ! Tu es en pour une surprise - nous avons un planète appelée TOI-2977 b qui est comme un géant brûlant en comparaison de la Terre. Avec des températures atteignant un feu 1270 degrés Celsius, ce n'est pas exactement le genre de lieu que tu voudrais visiter pour les vacances d'été... mais c'est toujours super génial d'apprendre à son sujet !""","Hier ist mein Ergebnis:

""Hallo kleiner! Du hast es gut! Wir haben eine Welt namens TOI-2977 b, die wie ein gigantischer Glutball gegenüber der Erde ist. Mit Temperaturen von bis zu 1270 Grad Celsius ist das nicht ganz der perfekte Zielort für einen Sommerurlaub... aber es ist trotzdem super cool darüber zu erfahren!""","ये आपके लिए एक शानदार उपहार है! हमें एक ग्रह मिला जिसका नाम TOI-2977 b है, और यह पृथ्वी से बहुत बड़ा और गर्म है। इसमें 1270 डिग्री सेल्सियस की तापमान हैं, जिससे यह ग्रह गर्मियों में घूमने नहीं जा सकता... लेकिन इसे समझने से बहुत मजा आता है!",少年！このTOI-2977 bは、地球よりもとても熱い巨大な惑星なんだ。気温は、すっごく暑い1270度セルシウスで、お金を使わずに夏の休みを楽しむような場所じゃなくて、しかし、そのような星について学ぶことはすばらしいことだ！
TOI-1937 A b,TOI-1937 A,2,1,0.94667944,13.978,638.8351,1.28,0.0,0.3806830421734133,1823.85,"Planet: TOI-1937 A b, Star: TOI-1937 A, Star Count: 2, Planet Count: 1, Orbit Time (days): 0.94667944, Planet Size (Earths): 13.978, Planet Mass (Earths): 638.8351, Planet Temp (C): 1823.85, Planet Density: 1.28, Orbit Shape: 0.0","Here's an explanation of this planet that a kid between ages 12 to 16 would find interesting:

Imagine a super-sized Earth, about 14 times bigger and more massive! This giant world, called TOI-1937 A b, is so hot it can melt metal - its surface temperature is a scorching 1823°C. Unfortunately, this means the planet is probably too toasty for life as we know it to exist there, but scientists are still super excited to study it!","Imagina una Tierra de super tamaño, más grande y masiva en un factor de 14. Este gigante del mundo, llamado TOI-1937 A b, es tan caliente que puede fundir metales - su temperatura superficial es un asfixiante 1823°C. Desafortunadamente, esto significa que el planeta probablemente es demasiado caluroso para que allí exista vida como la que conocemos, pero a los científicos les emociona mucho estudiarlo!","Imaginez une Terre géante, d'environ 14 fois plus grande et massive ! Ce monde gigantesque, appelé TOI-1937 A b, est tellement chaud qu'il peut fondre le métal – sa température de surface atteint un feu embrasant de 1823°C. Malheureusement, cela signifie probablement que la planète est trop chaude pour permettre l'existence d'une vie telle que nous la connaissons là-bas, mais les scientifiques restent super excités à l'idée de l'étudier !","Hier ist eine Erklärung dieses Planeten, die ein Kind zwischen 12 und 16 Jahren spannend finden würde:

Stellen Sie sich einen überdimensionalen Erde vor, etwa 14-mal größer und schwerer! Diese riesige Welt, genannt TOI-1937 A b, ist so heiß, dass sie Metall schmelzen kann – ihre Oberflächentemperatur beträgt ein atemberaubendes 1823°C. Leider bedeutet das, dass der Planet wahrscheinlich zu heiß ist, um dort Leben wie wir es kennen zu haben, aber die Wissenschaftler sind trotzdem super begeistert, ihn zu untersuchen!","कृपया ध्यान दें: ये शिशुओं के लिए उपयुक्त नहीं है।

एक बड़े-से-भूमि की तरह का यह ग्रह, जिसका वज़न और आकार 14 गुना बढ़ा हुआ है, इसे TOI-1937 A b कहा जाता है। इसका सतह का तापमान एक भट्ठे की तरह इतना गर्म है (1823 °C) कि यह धातु को पिघला सकता है। दुर्भाग्यवश, ये अर्थ है कि इसमें जैसी जिंदगी है, वह इस ग्रह पर नहीं चल सकती। लेकिन वैज्ञानिक फिर भी इसकी शोध करने में बहुत उत्साहित हैं।","この惑星について説明するには、この質問する子供は12から16歳の間にあると想定しましょう。

この巨大な地球は、14倍大きく重いことです。この巨大な世界を呼ぶTOI-1937 A bは、金属が溶けるほど熱い 1823°Cという表面温度を有します。残念ながら、これは私たちが知っているような生命がそこに存在する可能性が低いことを意味しますが、科学者たちは今でも超興奮して研究しています！"
